일자,언론사,제목
20181128,한국일보,"‘2018 AAA’ 방탄소년단, 한국관광공사 감사패 수상 “첫 감사패, 아미에게 영광 돌린다”"
20181128,한국일보,"방탄소년단, 한류 스타 ‘레전드’ 인증 美 빌보드 ‘소셜 50’ 72주째 부동의 1위!"
20181128,문화일보,"B.A.P, 28일 日 베스트 앨범 발매"
20181128,내일신문,15년차 한 칠레 FTA 손본다
20181128,서울신문,"특허청, 지식재산 교육으로 아프라카에 ‘행정 한류’"
20181128,중앙일보,한남(韓男)일녀(日女)수다⑥-트와이스 '반일(反日)' 낙인찍은 일본우파 정치인
20181128,한국일보,"구미대 이귀염씨, 세계네일대회 한국대표로 출전"
20181128,동아일보,"3D프린팅 경진대회서 수상 쾌거, 4차 산업혁명시대 인재양성 집중"
20181128,동아일보,국내 유일 방송예술분야 특성화대 산학협력연계 등 현장 중심 교육
20181128,동아일보,[신문과 놀자!/피플 in 뉴스]차이잉원 대만 총통의 위기
20181128,동아일보,베트남 대형금융사 인수 제안받고도 국내 은행법-심사에 막혀 ‘없던 일로’
20181127,세계일보,문화콘텐츠 투자 늘리는 은행들 수익 홍보 ‘일석이조’
20181127,서울신문,"숭실사이버대학, 한국어교육학과 신설 한국어교육 전문가 적극 양성"
20181127,세계일보,"방탄소년단 지민, 상상초월 中 인기 ""미국이 주목한 '큰손' 중국 바이두 지민바"""
20181127,문화일보,‘한류 대장’ 소지섭이 왔다 대만 프로모션 대성황
20181127,중앙일보,[월간중앙 독점 인터뷰] “한국인이 주인인 다국적 제약기업으로 키우겠다”
20181127,동아일보,"bnt월드-참앤참 면세점, 전략적 제휴 체결"
20181127,동아일보,‘이보미와 열애’ 이완? #한류스타 #김태희 동생 #비 처남 #테이 동창
20181127,세계일보,"김태희 동생 비 처남 이완 ""집안에서 결혼압박 들어와 """
20181127,조선일보,[김명성 기자의 평양 24시] 평양은 온라인 쇼핑 열풍 치킨 배달도 한다
20181127,한겨레,위풍당당 ‘뮤지컬 한류’ 콘서트도 풍성
20181127,한국일보,“지상파 수익감소 자구책” “그럼 수신료는 왜 받나” 갑론을박
20181127,한국일보,"“BTS, 한국 문화가 아닌 세계 문화를 세계에 가장 현란하게 보여줘”"
20181127,중앙일보,[분수대] BTS 부러운 한국 원전
20181126,세계일보,영종도 민간 제안 인천한류자연휴양림 지정고시 간담회 및 협약식 개최
20181126,한국일보,"구구단, 단독 콘서트 출격! 미국 빌보드도 주목하는 한류돌 “카리스마 발산”"
20181126,한국일보,"이영주 지자연 본부장, 아시아지질자원위원회(CCOP) 사무총장 당선"
20181126,한국일보,"박보검, ‘2018 MAMA’ 출연 확정 2년 연속 日 호스트 나선다 [공식]"
20181126,경향신문,"지질자원연 이영주 박사, 아시아지질자원위 사무총장에 당선"
20181126,국민일보,"글로벌영종도시개발, 영종도 민간 제안 자연휴양림 지정고시 협약식 개최"
20181126,문화일보,"이영주 박사, 亞지질자원위원회 사무총장에 뽑혀"
20181126,내일신문,이철우 경북지사 해외 세일즈 시동
20181126,경향신문,"“침, 뜸, 부항 생소하지만 너무 너무 신통해요.”"
20181126,조선일보,"대만 '한류 태풍', 민진당 20년 아성 가오슝까지 삼켰다"
20181126,서울신문,차이 총통 지방선거 참패 대만은 中독립보다 경제 택했다
20181126,동아일보,"차이, 대만 지방선거 참패 ‘脫원전’도 국민투표서 제동 걸려"
20181126,동아일보,[뉴스룸/신동진]넷플릭스에 대항할 ‘토종 OTT’ 시급하다
20181126,국민일보,극심한 청년실업에 발목 대만 집권당 지방선거 참패
20181125,한국일보,독립보다 경제 택한 대만 민진당 지방선거 참패
20181125,경향신문,차이잉원 대만 총통 ‘조기 레임덕’ 맞나
20181125,한겨레,대만 집권당이 지방선거에 참패한 이유?
20181125,한겨레,[말글살이] 교각살우 / 김하수
20181125,동아일보,"대만 집권당, 지방선거서 참패 차이잉원 차기 대선출마 불투명"
20181125,경향신문,"[경북도]경북, 아프리카 ‘새마을 한류’ 재개"
20181125,중앙일보,대만 총통도 날린 '한류 열풍' 시민들 돈벌이만 얘기했다
20181125,한겨레,"대만 지방선거, 집권 민진당 참패"
20181125,경향신문,대만 지방선거서 22곳 중 15곳 야당 승리 참패한 차이잉원 당 주석 사퇴
20181124,서울신문,대만 지방선거 집권 민진당 패색 차이잉원 “민진당 주석 사퇴”
20181123,세계일보,출입국도 '新남방정책' 올해 1000만명 상호방문
20181123,세계일보,"장근석 팬클럽, '4개국어'로 악플러 직접 고발 ""강경 법적대응"""
20181123,한국일보,"[HI★현장] 큐브X日유니버설 'U CUBE', 한류 新항로 예약"
20181123,한국일보,"큐브 회장 대표 ""뜻 깊은 올해, 'U CUBE' 설립으로 한류 주역 될 것"""
20181123,한국일보,신생아 20명 중 1명은 다문화 가정 아이
20181123,중앙일보,"'대머리 가발'까지 유행  대머리 후보, 선거 뒤집다"
20181123,서울신문,"큐브, 유니버설뮤직 재팬과 합작 레이블 ‘U CUBE’ 설립"
20181123,서울신문,다문화 혼인 7년만에 ‘깜짝’ 반등 2만 1917건으로 전년 대비 1.0% 증가
20181123,한겨레,다문화 혼인 출산 비중 늘지만 “저출산 경로 닮아가”
20181123,경향신문,다문화 출생아 수 5.1% 감소...저출산 현상 ‘뚜렷’
20181123,문화일보,"“中, 대만 지방선거 개입” 치열한 공방전"
20181123,문화일보,대중문화는 ‘딴따라’? 넓고 깊은 또 하나의 學問
20181123,세계일보,고양 K컬처밸리 사업 탄력 개발계획 변경안 조건부 의결
20181123,동아일보,현지인력 쓰고 핀테크로 차별화 동남아서 싹트는 ‘금융한류’
20181123,동아일보,“이념보다 경제” 대만 가오슝 시장선거 ‘韓流 열풍’
20181122,문화일보,<레벨 업 사회공헌>글로벌 문화행사 수출상담회 병행 뷰티 패션 등 세계 시장 진출 지원
20181122,국민일보,그래요! 엄친아예요 ‘얼굴 천재’ 차은우 “전교 3등 해봤다”
20181122,조선일보,'로맨스 퀸'이 '보검매직'을 만나면 
20181122,중앙일보,"[월간중앙 단독 인터뷰] “지정학적으로 한-중 뗄 수 없어, 과거 집착하기보다 미래 지향해야”"
20181122,국민일보,"평창올림픽 경제 효과 44조5000억, 역대 최대"
20181122,서울신문,[홍석경의 문화읽기] 썸타는 사회의 인구학적 진실
20181122,중앙일보,"인삼 달여먹고, 박항서 고향 찾는 베트남 축구팬"
20181122,중앙일보,"금융 한한령 풀리나  미래에셋, 중국 사모펀드 운용사 자격 땄다"
20181121,경향신문,‘통일을실천 ’ 서인택 대표 통일운동 유공 대통령 표창
20181121,한겨레,돌아온 정통 멜로 ‘안방 내놔라’
20181121,세계일보,"'사자' 제작진 ""박해진 20일간 '잠수'"" 박해진 ""계약기간 끝나. 명예 훼손"""
20181121,세계일보,"경기대, 스위스 대학과 학술교류 협약"
20181121,문화일보,<문화논단>남아공의 K-팝 열풍과 ‘KPOP’
20181121,서울신문,"‘제1회 아리랑 콩쿠르’, 멕시코시티서 지난 11월 18일 성료"
20181121,문화일보,경기大에 한류전문대학원 생긴다
20181121,문화일보,“韓流 한글 발전 위해 어릴적부터 漢字교육”
20181121,조선일보,대만 관광객 100만명 첫 돌파
20181121,중앙일보,"깻잎, 일본 본격 수출한다 aT?금산군 등 5자 MOU 체결"
20181121,서울신문,[명예기자가 간다] UAE 심사 대행 지식재산 시스템 수출 ‘행정한류’ 이끄는 특허청
20181121,중앙일보,"인삼 달여먹고, 산청 찾는 베트남 팬들"
20181120,한국일보,문 대통령 “물 들어올 때 노 저어라” 제조업 지원 강조
20181120,한국일보,"[HI★리뷰] '섹션TV 연예통신' 트와이스, 혐한 피해 고스란히 위안부 성원 티셔츠 ‘문제’"
20181120,경향신문,[정동칼럼]BTS와 새로운 한국
20181120,서울신문,"베트남 소비자 10명 중 8명, 한국상품 높게 평가하지만 가격은 부담"
20181120,한겨레,"“대머리 500명 모여서 가오슝 밝히자”는 정치인, 대만 흔든다"
20181120,문화일보,"송승환 자문위원 “K-팝은 한국 대표 문화유산, 이를 기리는 자리 필요”"
20181120,내일신문,"[창간 25주년 특별기획 - 국책연구기관장에게 듣는다│장지상 산업연구원장] ""혁신성장 담은 한국산업 2030 비전 제시"""
20181120,내일신문,대만 관광객 사상최초 100만명
20181120,문화일보,"이젠, 외국인에게 ‘문화’를 배운다"
20181120,조선일보,30년 호텔 경영 노하우와 서비스 경험 국내외서 호평
20181120,동아일보,"‘새가슴’에서 그 누구도 못 이룬 ‘LPGA 전관왕’으로, 개인타이틀 5개 휩쓴 쭈타누깐"
20181120,중앙일보,"[라이프 트렌드] 외국 발효법 더한다, 덜 짜게 조금 담근다"
20181119,한국일보,"'섹션TV 연예통신' 박해진, 7년간 묵묵하게 기부 중국 명예 시민증까지 받았다?"
20181119,세계일보,"'섹션' 배우 박해진, 지난 7년 동안 17억원 기부 ""계속 하겠다"""
20181119,경향신문,"스타와 스토리, 어느 쪽이 더 셀까"
20181119,경향신문,[베이스볼 라운지]아직도 야구 보니
20181119,서울신문,"24일 대만 지방선거, ‘탈중국화’ 시험대"
20181119,세계일보,"북미 한류 사이트 코리아부 ""방탄소년단 지민은 천사다"" 인증"
20181119,서울신문,"방탄소년단 해외 팬들, ‘나눔의 집’에 후원 응원 줄이어"
20181119,경향신문,"'시청률 제조기' 김순옥 작가 대 '한류스타' 송혜교 박보검의 맞대결, 어느 쪽이 웃을까"
20181119,조선일보,한국어 배우러 오는데 '한국어2급' 내라고?
20181119,중앙일보,"일왕에 '천황폐하'라고 극진히 대한 한국 대통령, 누구"
20181119,한겨레,"빅뱅과 함께 사진 찍고, 피규어 매력에 흠뻑 "
20181119,서울신문,"고양, K컬처밸리 사업심의 통과"
20181119,세계일보,고양 K컬처밸리 건설사업 2019년 재개
20181119,동아일보,“K-POP 통한 한류의 경제적 가치 57조원”
20181118,한겨레,사면초가 몰린 이재명 도정운영 ‘고난의 행군’ 불가피
20181118,세계일보,"日 NHK '홍백가합전'측, 방탄소년단(BTS) 유럽 투어 당시 직원 파견한 사연은?"
20181118,서울신문,고양 한류월드내 K-컬처밸리 개발계획변경안 심의통과
20181118,세계일보,與 ‘불평등’ 野 ‘혁신’ 의원들 도서 키워드 시각차 [S스토리]
20181117,조선일보,"먹고 입고 바르고 일본 청소년들 ""한국 스타일로 살고 싶어"""
20181117,조선일보,"[아무튼, 주말] 일요일 아침 9시면 카페로 직행 '콘센트 쟁탈전' 벌입니다"
20181116,중앙일보,韓 日 어선 충돌한 '대화퇴'  北 中도 목숨걸고 몰려온다
20181116,서울신문,동해안 도루묵 양미리 풍어
20181116,서울신문,동해안 도루묵 양미리 풍어
20181116,한겨레,모로코인들의 ‘인샬라’ 비즈니스
20181116,동아일보,[광화문에서/김범석]‘AGAIN 2012’ 日의 한류 길들이기
20181116,중앙일보,"CJ, 미국 식품업체 2조원에 산다"
20181115,한국일보,"대화퇴 해역 한일 선박 충돌 ""승선원 13명 전원 구조"""
20181115,한국일보,[36.5°] BTS 티셔츠 사건이 남긴 것
20181115,한국일보,"중국 온라인 여행사, 한국 단체관광 판매 점진적 확대할 듯"
20181115,한국일보,"CJ제일제당, 2조원대에 미국 쉬완스 컴퍼니 인수"
20181115,한국일보,"김희정, ‘진심이 닿다’ 캐스팅 “매력적인 캐릭터, 설렌다” [공식]"
20181115,경향신문,"[김선영의 드라마토피아]판타지 드라마 속 남과 여, 왜 이렇게 다를까?"
20181115,중앙일보,"비비고 만두, 미국 전역으로 CJ 이재현, 2조원대 식품회사 M&A"
20181115,서울신문,"겸재 정선, 다시 강서로 오다"
20181115,중앙일보,"매일비즈뉴스, 2018 한국을 빛낸 자랑스런 인물 브랜드 대상 시상식 개최"
20181115,조선일보,"CJ, 美슈완스 2조원에 인수 '식품 한류' 속도"
20181115,조선일보,"해외 새마을사업, 文정부서도 계속한다"
20181115,한겨레,OTT 힘입어 드라마도 ‘대작 바람’
20181115,동아일보,‘상상력 보고’ 장르문학 활성화 웹툰-웹소설 확장성 주목해야
20181115,중앙일보,[취재일기] BTS 폄하 속 일본 TV에 등장한 닭백숙 할머니
20181115,중앙일보,TV로 들어온 넷플릭스  콘텐트 경쟁 판 커졌다
20181114,한국일보,"드림노트, 실력+비주얼 모두 'OK' 데뷔 첫주 합격점"
20181114,동아일보,NHK 홍백가합전에 트와이스 출연 ‘광복절 티셔츠 논란’ BTS는 제외
20181114,동아일보,케이팝과 한류 열풍 언제까지? 기로에 선 한국 콘텐츠
20181114,경향신문,"트와이스, 일본 NHK <홍백전> 2년 연속 출연 '혐한' 분위기 속 굳건한 인기"
20181114,서울신문,"매일비즈뉴스, 2018 한국을 빛낸 자랑스런 인물 브랜드 대상 시상식 개최"
20181114,내일신문,부천고교선택 가이드 <3>
20181114,문화일보,"[단독] 안재홍, ‘한한령’ 뚫고 中 CF모델 발탁 촬영까지 마쳐"
20181114,조선일보,의료 한류 선봉 난임 치료 글로벌 네트워크 확대
20181114,한국일보,"[까칠한 Talk] ""일본, 에미넘 가사는 되고 BTS 셔츠는 안되나"""
20181114,서울신문,[기고] 아세안이 한국에 기대하는 것은/김영채 주아세안대표부 대사
20181114,동아일보,5만 일본 팬들 굳건한 ‘방탄 사랑’ 한국어로 “응원합니다” 함성
